pre,suff,count
faggot,face,88
faggot,head,26
faggot,nuts,1
faggot,brain,3
faggot,brains,2
faggot,knuckle,0
faggot,mouth,6
faggot,nose,1
faggot,skull,0
faggot,tard,8
faggot,oid,8
faggot,ster,1
faggot,azoid,0
faggot,let,2
faggot,fuck,58
faggot,shit,71
faggot,fart,0
faggot,wit,0
faggot,lib,0
faggot,breath,3
